,Coefficient
kepi,0.22730025536558174
two-tone_headwear,0.22730025536558174
very_short_hair,0.22730025536558174
ainu_clothes,0.22730025536558174
sugimoto_saichi,0.22730025536558174
"imperial_japanese_army,",0.22730025536558174
jaggy_lines,0.22722184521797942
"creator_connection,",0.22722184521797942
"disposable_cup,",0.22716890950770352
mismatched_pupils,0.22710181108787958
"white_one-piece_swimsuit,",0.22707295843164269
huge_ass,0.22704630808022422
"grey_eyes,",0.22690268843316438
baseball_bat,0.2268859021867004
"storefront,",0.22678552692789844
"torn_scarf,",0.22676748682790748
"fewer_digits,",0.22670521475321048
inuyama_aoi,0.22667061781732775
"hoop_earrings,",0.22657306700328847
"striped_necktie,",0.22656396668103784
"pelvic_curtain,",0.22654056472596343
in_box,0.2265115938444401
"holding_towel,",0.22645920972801584
no_eyebrows,0.22641245851969935
"fish_boy,",0.22641245851969935
fish_girl,0.22641245851969935
zora,0.22641245851969935
big_hair,0.22641245851969935
"single_glove,",0.22637455448904462
black_gloves,0.22623698782893528
robe,0.22611454534001177
"torpedo,",0.22580828748151796
asa_no_ha_\(pattern\),0.22552920837720541
2018,0.22550480402346296
fushiguro_megumi,0.22549536104924067
"scar_on_neck,",0.22547749047436666
miyamoto_musashi_\(fate\),0.22543608632338158
school,0.22539224733681634
"skirt_hold,",0.22534566461868366
diona_\(genshin_impact\),0.22523112603292075
"wa_maid,",0.2252068231000755
red_neckerchief,0.22512125512775283
"lifted_by_self,",0.22497024538579535
"fur-trimmed_gloves,",0.2249212464902432
4boys,0.2248892645024103
tanabata,0.22485628481743486
clarisse_\(granblue_fantasy\),0.2247921303915741
bruise,0.22468752515965731
red_flower,0.2245509523529898
"clothes,",0.22450454517202867
"holding_flag,",0.22439580246663898
loli,0.2243956048834724
"otoko_no_ko,",0.2243023143018626
garchomp,0.22418838156701434
drink,0.22416339159023457
cocktail_dress,0.22411931171682417
"off-shoulder_shirt,",0.22411277096426654
jeanne_d'arc_\(swimsuit_archer\)_\(first_ascension\)_\(fate\),0.22385802076230896
lace_trim,0.22383617392417474
"spoken_squiggle,",0.223821106884894
clover_print,0.2238197905678925
yagokoro_eirin,0.22365317659607437
kamado_tanjirou,0.22357903793145295
"tying_hair,",0.22355926155528819
clothing_cutout,0.2235240646303108
cherry_blossom_print,0.22351597748511084
nero_claudius_\(fate\),0.2234978144405839
"armband,",0.2234568257722146
bandages,0.22339516298210207
"blue_kimono,",0.2233896083408348
pleated_dress,0.22337765002369242
"virgin_killer_sweater,",0.22333105733216227
blue_horns,0.22319153056514093
"glove_biting,",0.22319153056514093
son_goku,0.22316087867212822
super_saiyan,0.22316087867212822
"super_saiyan_1,",0.22316087867212822
"chainmail,",0.22313419049001032
"pink_kimono,",0.22304268870473729
peeking_out,0.22300359336374773
"black_apron,",0.22299505509822326
"snowflake_background,",0.22297251979361735
holding_pillow,0.22297251979361735
naked_hoodie,0.22297251979361735
hamster,0.2229377065924149
"buck_teeth,",0.2229377065924149
"argyle_legwear,",0.2228344317579063
eyewear_hang,0.22282191367406307
"blueberry,",0.22276699179667414
"skin_fangs,",0.22254023964629777
"beltbra,",0.22253276550621537
hood,0.2224001720885293
porkpie_hat,0.22237731525306373
single_stripe,0.22224795456507898
"yellow_belt,",0.22224795456507898
back_tattoo,0.22222981849178397
"okobo,",0.22222981849178397
game_console,0.2222238935822704
"two-sided_dress,",0.22212126180508937
"purple_dress,",0.2219775238008693
"crossed_bandaids,",0.22193878650516846
"cat_on_head,",0.22189408531837615
stadium,0.2218002181971772
"star_tattoo,",0.22179861215561505
tight,0.221780782302784
"sleeves_past_fingers,",0.2217313511184406
tablet_pc,0.22161557600441495
"ballet_slippers,",0.22161356795539747
nagato_\(azur_lane\),0.22161319968645266
"brown_dress,",0.22160696581835235
sweater_vest,0.22154582247271418
creator_connection,0.22146418046762573
"median_furrow,",0.2214525417629013
facial_hair,0.22140527550132327
hibiki_\(blue_archive\),0.22139666562608695
hibiki_\(cheerleader\)_\(blue_archive\),0.22139666562608695
izumi_mei,0.22129094091136764
brown_thighhighs,0.22124995419443216
"tabi,",0.2212160015960714
green_ribbon,0.22121543049178036
sunazuka_akira,0.22119926746884225
sekibanki,0.22119259612214406
fur-trimmed_skirt,0.22116039712990293
button_eyes,0.22116039712990293
pink_capelet,0.22116039712990293
orange_shorts,0.22116039712990293
"red_belt,",0.22109985219991662
bright_pupils,0.22104255395150085
"white_skin,",0.221031955653575
headpiece,0.22092945589111718
shijou_takane,0.22092238495643188
"bandages,",0.2208517239902431
sportswear,0.2205208854449742
"hair_spread_out,",0.2205197612298626
"flight_deck,",0.2201595884549414
chain_leash,0.2201539430241413
"bow_hairband,",0.22009169462078265
hooded_cloak,0.22004613032620296
!?,0.22001980458411605
stairs,0.21997576461626084
pencil,0.2198102978873939
"glowing_sword,",0.2198047419198838
"circle,",0.2192408049749793
"train_interior,",0.2192103336391922
flag_print,0.219125042166524
"fishnet_gloves,",0.2191240340254918
knight,0.21908354373165223
magical_mirai_miku,0.21890659519494524
"au_ra,",0.21877350755359504
broken_horn,0.21855752364105793
"cotton_candy,",0.218508183622694
lotus,0.2185079413079731
interface_headset,0.21844154314231176
bandaid_on_knee,0.21843630704768138
bicycle,0.2183951363732038
garry_\(ib\),0.21833566310780292
white_footwear,0.21827630725418945
"white_footwear,",0.2182383361195969
reference_inset,0.21815221895320736
"photo_inset,",0.21815221895320736
ruby_rose,0.2181493046823799
sand_sculpture,0.21807212380792004
"sand_castle,",0.21807212380792004
argyle_background,0.2180036267743775
borrowed_design,0.21799165235982473
konpaku_youmu,0.2179915111736245
sagisawa_fumika,0.21791340255207492
"red_dress,",0.21779171138654357
"sports_bra,",0.217627770347222
"gauntlets,",0.2176053392828866
white_dress,0.21743905311006897
"brown_background,",0.2174215150780816
aqua_theme,0.21737605106461474
"blue_serafuku,",0.21731103969151677
"oda_uri,",0.21728294968504977
prayer_beads,0.2172759280949488
"green_one-piece_swimsuit,",0.2172203298325904
frankenstein's_monster_\(fate\),0.21717146698600887
frilled_bow,0.2171445316501437
blue_one-piece_swimsuit,0.217085437651084
"yarn_ball,",0.21699998559433945
yarn,0.21699998559433945
ear_piercing,0.2167346198906166
"bandaid_on_pussy,",0.21663216756741785
blue_pants,0.2164695952600707
ifrit_\(arknights\),0.21642823736881175
multiple_hair_bows,0.21635546075544188
"earth_\(planet\),",0.21626458728453762
habit,0.21610350441035553
frilled_gloves,0.21599055707732395
"corset,",0.21592207731402432
tsukikage_yuri,0.2158548994947276
arms_up,0.21585462149622564
mechanical_halo,0.21581289820730273
yuuki_makoto,0.21578541708465118
"sunrise,",0.21576773657458106
purple_shorts,0.21574086510578225
tomoe_\(symbol\),0.215610742831074
"dragon_wings,",0.2155057121541738
jeanne_d'arc_alter_\(avenger\)_\(fate\),0.2155055492821656
"road_sign,",0.2154230709637648
panties_removed,0.2153461682519282
"curled_horns,",0.2151864883466925
capelet,0.21516763859852933
sitting_on_desk,0.21508673132377237
"sweet_potato,",0.21504763068514796
frilled_apron,0.2149958688689785
hair_tie,0.2149457705340155
photo_\(object\),0.2149424404044796
"black_sleeves,",0.2149177724397415
tokiwadai_school_uniform,0.21486244990953393
"rose,",0.21477253455793105
one_eye_closed,0.21475817222242416
love_letter,0.21473598414256242
"brown_hairband,",0.21469377609966048
spilling,0.21467248524227395
light_blue_hair,0.21461280174402111
sunbeam,0.21457529101215608
"heads-up_display,",0.21455210064773328
alien,0.21455210064773328
kaijuu,0.21455210064773328
long_sleeves,0.21453758528902162
"shushing,",0.21444518289736067
"mouth_hold,",0.21430276139292853
blue_socks,0.2140554366540278
"igote,",0.21405499269216183
head_wings,0.21394556057999642
rock,0.21385762764103924
open_shorts,0.21381657519438063
battle,0.21379478832359292
stove,0.21373791752094212
cabinet,0.21373791752094212
holding_leash,0.2136971591175614
black_sleeves,0.2136513159577458
"soccer,",0.2135108448744617
backless_dress,0.21344873150357999
"blue_fire,",0.21330013429180447
sakurauchi_riko,0.21327720512491816
"reference_sheet,",0.21316188519922616
speaker,0.2131298173852814
"braided_bun,",0.21310026681293082
"holding_gun,",0.2130510623667488
holding_bow_\(weapon\),0.21294460814801175
impossible_clothes,0.2128812603252359
soaking_feet,0.21283418280300573
gothic_lolita,0.2127468804651107
night,0.2126123152277315
"skyscraper,",0.21246972670537373
turban,0.21240809904794553
club_\(weapon\),0.21234542619688077
"basketball_uniform,",0.21221769997463166
glaring,0.21218022330421443
2boys,0.21216093001160616
scared,0.2120314716410216
nonomi_\(blue_archive\),0.21192471629911358
fur-trimmed_hood,0.21191440623818453
"non-humanoid_robot,",0.21181055032567392
sake,0.21163099791412365
breath,0.21155256039512274
cross,0.21153619053278444
"retrofit_\(azur_lane\),",0.21143101575136813
sunlight,0.21140089543002552
short_over_long_sleeves,0.21132229948345643
braid,0.21110375098709494
himemori_luna,0.21102306949832278
"joy-con,",0.21102306949832278
candy_hair_ornament,0.21102306949832278
sheep_girl,0.21102306949832278
star_halo,0.21102306949832278
tsunomaki_watame,0.21102306949832278
horn_bow,0.21102306949832278
lying_on_person,0.21102306949832278
single_hair_ring,0.21102306949832278
diagonal-striped_bow,0.21102306949832278
paintbrush,0.21101076956678794
frills,0.21100809653401875
"bunny_hat,",0.21097170380234043
kasuga_maru_\(kancolle\),0.2109425099394517
houshou_\(kancolle\),0.2109425099394517
sailor_dress,0.21092336344348175
multi-strapped_bikini,0.2109049452750341
"trembling,",0.21084127892722343
aqua_nails,0.21083975783076822
oda_uri,0.21083690975602012
"strappy_heels,",0.21076660443480152
animal_hands,0.21067605772039055
"double-breasted,",0.21064960944509073
"mars_symbol,",0.2105664629843411
ice_cream_cone,0.21052426363913024
"wig,",0.21043955541602466
shenhe_\(genshin_impact\),0.21043573545249597
amami_haruka,0.21043001070365813
pirate,0.2103910913743465
"skull_and_crossbones,",0.2103910913743465
"yellow_sweater,",0.21029806404860119
morpeko,0.21028584633689046
locker_room,0.21004229618446263
mod3_\(girls'_frontline\),0.20991216043249988
"heads_together,",0.20985325425392906
medicine_melancholy,0.20982954330011788
"tail_around_leg,",0.20979418766060928
cropped_shirt,0.20979418766060928
tail_wrap,0.20979418766060928
belt_buckle,0.20978310992146637
suzuhara_lulu,0.20965599618181324
"2boys,",0.20961122846687333
\m/,0.20943087193309898
"bag_charm,",0.209307682024036
blue_bow,0.20924298488622645
taihou_\(azur_lane\),0.20916016402499485
diamond_\(shape\),0.20904172158937945
"licking_another's_face,",0.20897387497336756
"green_hakama,",0.2089322212838598
"duffel_coat,",0.2088026184265869
"ink_tank_\(splatoon\),",0.2087965846731856
"lily_\(flower\),",0.2087590733127007
button_gap,0.20870771050054376
bracer,0.20856070924509648
genderswap,0.20852472692016935
claw_pose,0.20849273203762178
purple_bra,0.20848146103508008
"white_bird,",0.20841534995581912
dimples_of_venus,0.2083943937889329
kazami_yuuka,0.20831147111100456
"heart_of_string,",0.20827933896983447
"reflective_water,",0.2082010161036028
tail_bell,0.20816431364847388
aura,0.20816002281338364
"nose,",0.20809779204185688
"footjob,",0.20799112111559703
"short_sidetail,",0.20791269587983602
mask_pull,0.207896294778731
"cyborg,",0.20789285260877813
polka_dot_shirt,0.2078606505524241
gloves,0.20782046907862078
"black_border,",0.20781907384613874
waves,0.20774519316623552
miorine_rembran,0.20773174296508742
"+++,",0.20771301474505324
rabbit_girl,0.20760775490728825
"lace-trimmed_hairband,",0.20755550016523314
yorha_no._2_type_b,0.20744537141805197
"blunt_ends,",0.207419902881182
"panties_under_pantyhose,",0.2072420726226742
yang_guifei_\(fate\),0.2071994709467087
shouting,0.20716013637552833
princess_zelda,0.2071541094490931
argyle_legwear,0.206993972034392
"braiding_hair,",0.2069026124265733
hairdressing,0.2069026124265733
"green_panties,",0.20690080943215425
red_eyeshadow,0.20676961168288163
on_stomach,0.20674476903014533
brown_scarf,0.20664211956206235
"forest,",0.2066073655173302
stripper_pole,0.20658990777225886
"bandaged_arm,",0.20650593400645265
facing_away,0.2064781466247494
"orange_bow,",0.2064693282149674
white_cardigan,0.20636216940079175
fake_cover,0.20636216940079175
magazine_cover,0.20636216940079175
"wings,",0.20635920969820032
"keychain,",0.20635485243032817
cu_chulainn_\(fate/stay_night\),0.2062728198999311
"zipper_pull_tab,",0.20622940495722483
clenched_teeth,0.2061967716349032
cross_earrings,0.20619012625731667
"2020,",0.20617524640065255
wide_shot,0.20605318655506613
hair_flower,0.20601082236665888
anya_\(spy_x_family\),0.20600919874396453
kasumi_\(kancolle\),0.2059819898274577
water,0.20582425069331392
one_side_up,0.20579000049831733
"orange_headwear,",0.20574904186735568
"kabedon,",0.2057246423277624
tatami,0.20571442537852172
crystal_hair,0.20561828394541007
pink_necktie,0.20552557505258034
su-san,0.20547401718652064
"lily_of_the_valley,",0.20547401718652064
"see-through_skirt,",0.20546693415465098
cube,0.2053207776563127
microskirt,0.2052842695288836
:|,0.20522555150662
collared_coat,0.20522555150662
happy_halloween,0.2052039168888229
"lace_bra,",0.20518092255076403
"age_difference,",0.205148348285895
bradamante_\(fate\),0.20510194850140956
elphelt_valentine,0.20507927306657786
keqing_\(genshin_impact\),0.2049729269109882
koizumi_hanayo,0.20494313588067561
"cat_hair_ornament,",0.2047900503328569
yu_mei-ren_\(fate\),0.20478286766939038
ryougi_shiki,0.20469677204255657
"stripper_pole,",0.20463822019100367
"sheep_horns,",0.2045187587878657
"red_background,",0.20448695076944565
scar_on_chest,0.20445995573327114
"opaque_glasses,",0.20440072661342573
"ball,",0.20433579435884655
"snail,",0.20432563441032614
monster_hunter_\(character\),0.204170338151221
"ice_wings,",0.2041168196121262
"sand,",0.20397348925764924
"clothes_in_mouth,",0.20390130456687136
"brown_skirt,",0.20387834579204883
"budget_sarashi,",0.203859137643154
holding_panties,0.20385648137641685
"thermos,",0.20380043374108564
hand_mirror,0.20373195964160523
applying_makeup,0.20373195964160523
"traditional_bowtie,",0.2037011645660208
"yellow_background,",0.20358783372166503
bra_peek,0.2034248751815632
"suction_cups,",0.20332679876111207
kita_high_school_uniform,0.203248234501845
suzumiya_haruhi,0.203248234501845
"crosswalk,",0.20301220185980443
red_bra,0.2030067265820214
covering_breasts,0.2028950501732172
"enpera,",0.20289234132031156
"arm_under_breasts,",0.20285274043293555
"fur_hat,",0.2027979156708307
"snow,",0.20276221976766687
breasts,0.20269061826684037
"purple_hakama,",0.2026441031676494
"mod3_\(girls'_frontline\),",0.20263629610238945
panty_pull,0.2026115368097413
"tomboy,",0.20256958898553074
jack_the_ripper_\(fate/apocrypha\),0.2024867938817516
kourindou_tengu_costume,0.20243292220689263
himekaidou_hatate,0.20243292220689263
yellow_bow,0.20243200977991346
"guitar_case,",0.20239838504111893
"qingxin_flower,",0.20239483058931487
"floppy_ears,",0.20236038177566684
"depth_of_field,",0.2023438297425505
yellow_gloves,0.20231875937029975
"bridal_legwear,",0.20229218273469918
"purple_hairband,",0.20220815963359431
"geta,",0.20217704241422085
minamoto_no_raikou_\(fate\),0.20217690656194184
"tail_ornament,",0.20214215029237445
trick_or_treat,0.20192998016672217
"naked_sheet,",0.20188222172845635
skirt_suit,0.20182202973763902
priest,0.2017787658310464
"2koma,",0.2017679047281864
geta,0.20172072202339808
"bikini_bottom_only,",0.20168493685826805
purple_hair,0.20168488762561887
animal_collar,0.2015973279362972
itadori_yuuji,0.20158995289370718
hakama_skirt,0.20158926434966395
"on_shoulder,",0.20157501366313127
"palms_together,",0.20156367283643198
rem_\(re:zero\),0.20154571143737185
"armchair,",0.2014884617899058
trash_can,0.20145721576304518
"sneakers,",0.20143977576334784
makima_\(chainsaw_man\),0.20143583163784698
"sponge,",0.20127178470342771
"fishnet_thighhighs,",0.2011765146280286
rengoku_kyoujurou,0.20106270466912168
iono_\(pokemon\),0.20095382731969777
"dessert,",0.20087160625570752
highleg_bikini,0.20085018405737975
chair,0.20081521707783292
azusa_\(blue_archive\),0.2007813659486196
"omikuji,",0.20074612104130615
nature,0.20073350718918062
english_text,0.20072949904880583
cagliostro_\(granblue_fantasy\),0.20071296035946937
butter,0.20069549848323484
crop_top,0.20068022525124496
lace-trimmed_bra,0.2006458322172542
"black_eyes,",0.20058286753976382
"aqua_necktie,",0.2005578424272917
"panty_straps,",0.20049690822130758
kamijou_touma,0.2004725388146155
index_\(toaru_majutsu_no_index\),0.2004725388146155
uiharu_kazari,0.2004725388146155
">:\),",0.20045164404666627
juliet_sleeves,0.20044454748627957
ring,0.20041109143197589
"!?,",0.20030015394028425
walking,0.20020846752793095
"single_side_bun,",0.20011498676960973
hammann_\(azur_lane\),0.2000592544644832
"eye_focus,",0.19994871528703356
atago_\(stunning_speedster\)_\(azur_lane\),0.19989128281063903
"mechanical_wings,",0.19985036000153467
"multiple_persona,",0.19980723389322297
short_ponytail,0.19978425760577892
"liquid_hair,",0.1996019210595928
"scarf_over_mouth,",0.1995769038351517
striped_scarf,0.1995769038351517
doll_joints,0.19952530170668623
"outstretched_hand,",0.1994581899429696
convenient_censoring,0.19945302996100064
jingle_bell,0.19934366333389011
"japanese_armor,",0.199214791250994
meme,0.19913104761445696
"yellow_jacket,",0.19906721423110899
sirius_\(azure_horizons\)_\(azur_lane\),0.1989316607428295
arm_wrap,0.19893076386845523
pink_ribbon,0.19890922739664182
"musical_note_print,",0.198897139418595
heart_of_string,0.19888053562303182
car_interior,0.19882416640601452
"energy_wings,",0.19868626375098736
third_eye,0.19866489128920226
purple_sleeves,0.19866184047142457
"waistcoat,",0.19856988027632602
tearing_up,0.19853675807138801
red_cloak,0.19852851422416376
pointing,0.19850217898594588
"pennant,",0.19846169733448238
yor_briar,0.1982347521665773
"twin_drills,",0.1982317662464874
"bird_on_shoulder,",0.19820976586706088
single_thighhigh,0.19819113493495277
armin_arlert,0.19807429010052416
eren_yeager,0.19807429010052416
bb_\(swimsuit_mooncancer\)_\(second_ascension\)_\(fate\),0.19806443304673382
shotgun,0.1979675676647755
trait_connection,0.19792833093377193
"purple_rose,",0.19791277830940837
purple_dress,0.19788021870933714
"office,",0.19785554635066932
ceiling_light,0.19784946093667843
train_interior,0.1978077165016501
"fur-trimmed_capelet,",0.197769916476578
picnic,0.19773040226571054
"frilled_panties,",0.19772770455499294
"toenails,",0.1974035907584057
cushion,0.19737008936634215
"shared_scarf,",0.19730820775941837
sandals,0.1972163356287134
pointing_at_viewer,0.19704230521640378
upside-down,0.19702071250841116
yuuka_\(blue_archive\),0.19686969858301523
"lace-trimmed_bra,",0.1968176972780475
athletic_leotard,0.1968005463156656
brown_hoodie,0.19676075482582814
tamamo_no_mae_\(swimsuit_lancer\)_\(fate\),0.19673866766052525
couple,0.19668290643467815
"gae_bolg_\(fate\),",0.1966798492173946
pink_nails,0.19650903798571773
mimikyu,0.19642144610222886
acerola_\(pokemon\),0.19642144610222886
"quarter_note,",0.1962339102857659
"candle,",0.19621533313641318
"faceless_female,",0.19620126364687443
"tam_o'_shanter,",0.19614441427724058
gourd,0.19600628811820986
shield,0.1959716985551134
kasaki_nozomi,0.19595189610822616
yoroizuka_mizore,0.19595189610822616
"kitauji_high_school_uniform,",0.19595189610822616
rowlet,0.19592566726329397
flandre_scarlet,0.19587789293110092
food_art,0.1958657486968422
"hanten_\(clothes\),",0.19576523369714655
falling,0.19574273340099616
"1koma,",0.1957362031603574
yamato_\(one_piece\),0.1957263840006654
"vertical-striped_panties,",0.19571128475670804
"broken_heart,",0.19570964622359738
ascot,0.19563758963976466
jacket_removed,0.1955102346956723
strap,0.19548919927250466
mandarin_orange,0.19548489239891334
"bodice,",0.19545217015025576
"easel,",0.1954486444086456
under_tree,0.1953916578646449
zipper,0.19524090505826897
"paper_airplane,",0.195231500916374
beret,0.19516555773866853
"puffy_detached_sleeves,",0.19511654021649977
upshorts,0.19510652206730247
"blurry,",0.19503168422782824
kusanagi_motoko,0.19497359272005813
"ornate_ring,",0.19497277079461678
serizawa_asahi,0.19495018619160676
striped_shirt,0.19490210584762988
bronya_zaychik,0.19484617571497784
hand_net,0.1948314306003182
"butterfly_net,",0.1948314306003182
"air_conditioner,",0.19474893073933994
"yunomi,",0.19470165087556784
plaid_bow,0.19469771957295035
"condom_wrapper,",0.19467659751836966
"smell,",0.19465679606151465
backpack_removed,0.1945974536602001
hooded_cardigan,0.1945974536602001
"armored_dress,",0.19453007109461237
"alphes_\(style\),",0.19452656637479895
transparent_background,0.19452656637479895
denim,0.1944728107093155
frilled_kimono,0.1944312645985161
ankle_ribbon,0.19443049874322368
headgear,0.19442246280499353
saihara_shuuichi,0.1942736679370139
checkered_scarf,0.1942736679370139
ouma_kokichi,0.1942736679370139
"ribbon_choker,",0.1942508776459533
assassin_\(fate/zero\),0.1941793609389667
soga_no_tojiko,0.19413623772712466
"identity_censor,",0.19413567893359762
vending_machine,0.19411701642947604
"fighting_stance,",0.19391241904909495
"drill_hair,",0.19378838922912361
"samurai,",0.1937705538100267
"unicorn,",0.19360322817134212
tally,0.19343305383214404
"boxing_gloves,",0.19341172529340578
blue_shorts,0.19336035225010384
kogitsunemaru,0.19333698158820722
"v_over_eye,",0.1932428795390269
"office_chair,",0.19319383245858365
bikini_skirt,0.1931177285968509
rosalina,0.19304656734390532
hair_over_breasts,0.19304630318268948
"mecha_musume,",0.19297607516200552
covered_nipples,0.19296626681469922
"long_braid,",0.19280921619900523
mari_\(blue_archive\),0.19280559961793606
red_skirt,0.19268001258775017
"bathtub,",0.19250244021668503
unbuttoned,0.1923658207109172
"yin_yang_orb,",0.19234165566842665
spider_lily,0.19231005724060599
black_mask,0.1922066101811571
jumpy_dumpty,0.19219452933356201
"fake_nails,",0.19219155288493608
yorha_type_a_no._2,0.19217149865951272
"strawberry,",0.19209479105643007
"unsheathed,",0.19207650893485112
"beach_chair,",0.19206432050337027
school_hat,0.19197365623070015
"split-color_hair,",0.19182498944025053
"frilled_hairband,",0.19167028895467353
sailor_shirt,0.1915723420016843
"brown_necktie,",0.1914680864652627
"tress_ribbon,",0.19145994930654012
"track_and_field,",0.19139623840555456
tohno_shiki,0.1912124042698353
"group_name,",0.19120243364048647
whipped_cream,0.19114406379384985
"very_dark_skin,",0.19114201966787067
clothes_writing,0.19104869152889822
plum_blossoms,0.19103310054547604
juice_box,0.19099263392891824
horn_ribbon,0.19097846582132774
"mandarin_collar,",0.19097846582132774
"wolf,",0.19090450414916857
pencil_dress,0.19088322166539387
"latex_gloves,",0.19088322166539387
yumi_\(senran_kagura\),0.19084910287873702
"grey_vest,",0.19080805008716953
"ribbon_bondage,",0.19071323427314227
kishinami_hakuno_\(female\),0.19070205103955493
collared_shirt,0.19051572761512564
metal_collar,0.19049467108551343
sakamata_chloe,0.19046070932526493
djeeta_\(granblue_fantasy\),0.19020110275682833
"suit,",0.19017231597797982
"sisters,",0.1900838771965601
age_difference,0.19001395916287092
"headpiece,",0.19000718092468907
"pink_scarf,",0.18971321183559514
biceps,0.1896824700971767
"gold_chain,",0.1895586919012711
"single_shoe,",0.18951687375639784
"cardigan_vest,",0.18949866008354965
orange_background,0.18943333415306746
"mechanical_ears,",0.18939365536457672
oppai_loli,0.18933625436170995
"falling_feathers,",0.18933424852282654
rabbit_tail,0.1892753880728125
"one_side_up,",0.1892451576569923
frisk_\(undertale\),0.18914297473192512
"3boys,",0.18906930246191103
smoking_pipe,0.18896296043139535
"red_vest,",0.18895873330074275
"blue_shirt,",0.18891424262283726
blunt_bangs,0.18888774942110667
lute_\(instrument\),0.1887530174365342
"biwa_lute,",0.1887530174365342
"tri_tails,",0.18875060536392765
undressing,0.1886864549289024
fou_\(fate\),0.18865595080979264
bracelet,0.18865091630542172
hose,0.18863237380048617
pink_hairband,0.18850194705292725
"multiple_torii,",0.18844319900136766
karyl_\(princess_connect!\),0.1883181542299546
gym_shirt,0.188281983721911
inoue_takina,0.18822559401942573
"white-framed_eyewear,",0.18813422287508055
fish_hair_ornament,0.18798949774630108
"two-tone_dress,",0.18792985246369734
multicolored_hair,0.18789269087826269
"branch,",0.18778814914858857
abigail_williams_\(third_ascension\)_\(fate\),0.18770961059284594
"speaking_tube_headset,",0.18768069811868196
mihono_bourbon_\(umamusume\),0.18765048978167945
"ema,",0.18763217038318067
pink-tinted_eyewear,0.18751111408703655
k/da_\(league_of_legends\),0.18751111408703655
black_bow,0.18737758566796023
"m4_carbine,",0.18728469538060152
ryuzaki_kaoru,0.18719051164130318
artoria_pendragon_\(alter_swimsuit_rider\)_\(fate\),0.1871489456441994
"face-to-face,",0.18700256458054054
mizuno_ai,0.18700256458054054
"bishounen,",0.18695484324093495
graf_zeppelin_\(azur_lane\),0.18694645607546556
tongue_out,0.18688840712088328
"knife,",0.18682441048525733
"falling_petals,",0.18660689833223454
"snowflake_print,",0.1865997946419441
sitting,0.18658692797744875
kindergarten_uniform,0.18652318630470005
looking_at_phone,0.18642961029739047
ribbed_shirt,0.1862024766264665
pointy_ears,0.18607902746894764
"one-eyed,",0.1860775052659672
^^^,0.18587860264949554
"multiple_4koma,",0.18576875237443127
tail_censor,0.18568782208128284
"tail_between_legs,",0.18568782208128284
pancake_stack,0.18560275764861922
"blue_collar,",0.1855616525950761
"hand_on_own_thigh,",0.18552458904801145
yokozuwari,0.18548882406697384
"bubble_tea,",0.18541789187010155
shirt_lift,0.185411793552179
"cherry_hair_ornament,",0.1854057139982778
curled_horns,0.18526866450985593
parfait,0.18525513512129507
bat_\(animal\),0.18525429348172884
"paw_print_pattern,",0.1852494349362267
"sick,",0.18510207938952056
cigar,0.1850955409460395
feathered_wings,0.18497050528549935
pillow,0.18491832285490792
"smoking,",0.1848194393806745
"talking_on_phone,",0.18466501133893432
pole_dancing,0.18464458072639287
yellow_sclera,0.18458096573808816
glowing_weapon,0.184571873837458
stethoscope,0.18455235874461437
"red_rose,",0.1844100539167262
finana_ryugu,0.18422776101657143
purple_bodysuit,0.18417634562473445
"trumpet,",0.18413587638502707
lord_camelot_\(fate\),0.18412849210206436
"no_pupils,",0.18410023748634366
cat_teaser,0.1839714831168384
torpedo,0.18396157558871376
light,0.18396099692584858
"park,",0.18395523317061832
half-closed_eyes,0.1838513775412037
yuzuki_choco,0.18375240518287836
quill,0.18374220806652553
hawaiian_shirt,0.18364894988498207
cuffs,0.18351857377958983
"rocket_launcher,",0.18351521822945094
"spiked_club,",0.18333529108135577
"ocean,",0.18322722179252487
fireflies,0.18322689922667026
red_jacket,0.1831827357594757
"drum_set,",0.18297963519993957
"pink_socks,",0.1828785855233722
"witch_hat,",0.1827998255745607
"lipstick_tube,",0.18275720613480378
smiley_face,0.1827156378187316
racing_miku,0.1827156378187316
white_rose,0.18262151378863664
spiked_hair,0.18258770758319184
dirty_clothes,0.1825751172720609
bb_\(swimsuit_mooncancer\)_\(third_ascension\)_\(fate\),0.1825048922538669
black_headwear,0.18244910012013246
nintendo_switch,0.18241992823654732
"sewing,",0.18240623086885308
grey_skirt,0.18238516526166856
"brushing_hair,",0.18238405184726694
cowboy_shot,0.18216628252058692
"tantou,",0.18212434458578683
short_sword,0.18212434458578683
rubber_boots,0.18177266336235842
hirasawa_yui,0.18175516930896068
nakano_azusa,0.18175516930896068
"+_+,",0.18170531245144075
kozakura_marry,0.18165726395737053
"asymmetrical_bangs,",0.18162114467537085
"cheering,",0.1815639230285963
mole,0.1815457404107917
hoshiguma_yuugi,0.18146782340767553
hecatia_lapislazuli,0.181438401643631
"roman_numeral,",0.18136314059396325
"air_bubble,",0.1813494953378619
hand_on_own_arm,0.18123549733893726
shuten_douji_\(fate\),0.18086904840553786
"4boys,",0.180863535745018
"blood_on_face,",0.18085080275460416
"drinking_glass,",0.18068738789371558
stepped_on,0.180680853338736
"strawberry_panties,",0.180680853338736
print_panties,0.180680853338736
midriff_peek,0.1806331875590609
"crying,",0.18062528126678115
"grey_wings,",0.18050809425691103
legwear_garter,0.18033161347555055
mustache,0.18007091258178842
